longitude,latitude,fid,e_vel,n_vel,e_err,n_err,station,ref
112.048,34.123,"4267",6.4,-2.8,0.3,0.2,C055_GPS,wang_shen_2020
114.345,33.026,"4268",6.1,-2.4,0.3,0.2,C056_GPS,wang_shen_2020
115.791,32.943,"4269",5.8,-3.3,0.3,0.3,C058_GPS,wang_shen_2020
113.312,32.751,"4270",6.4,-3.4,0.3,0.3,C059_GPS,wang_shen_2020
111.475,33.28,"4271",6.2,-2.4,0.4,0.4,C060_GPS,wang_shen_2020
115.878,31.689,"4272",5.9,-2.9,0.3,0.3,C061_GPS,wang_shen_2020
114.074,32.099,"4273",6.2,-2.8,0.4,0.3,C062_GPS,wang_shen_2020
112.351,32.538,"4274",6.9,-2.6,0.4,0.3,C063_GPS,wang_shen_2020
114.635,31.251,"4275",6.1,-2.5,0.3,0.3,C064_GPS,wang_shen_2020
113.348,31.694,"4276",6,-2.4,0.4,0.4,C065_GPS,wang_shen_2020
112.627,37.708,"4277",6.7,-1.6,0.6,0.6,C304_GPS,wang_shen_2020
112.804,36.368,"4278",7.2,-2.2,0.4,0.4,C306_GPS,wang_shen_2020
112.852,37.82,"4279",5.7,-2.4,0.4,0.4,C307_GPS,wang_shen_2020
113.161,36.136,"4280",5.5,-2.2,0.4,0.4,C308_GPS,wang_shen_2020
113.387,36.59,"4281",5,-1.8,0.6,0.5,C309_GPS,wang_shen_2020
114.107,32.603,"4282",6.1,-2.2,0.5,0.4,C316_GPS,wang_shen_2020
114.504,33.611,"4283",6.9,-1.9,0.4,0.4,C318_GPS,wang_shen_2020
114.872,32.015,"4284",7.7,-1.5,0.5,0.4,C324_GPS,wang_shen_2020
115.111,33.05,"4285",5.7,-1.2,0.5,0.5,C326_GPS,wang_shen_2020
115.122,32.543,"4286",6.7,-2,0.6,0.5,C327_GPS,wang_shen_2020
115.162,33.616,"4287",6,-1.7,0.4,0.4,C329_GPS,wang_shen_2020
116.09,32.288,"4288",5.9,-1.3,0.6,0.6,C334_GPS,wang_shen_2020
116.409,31.588,"4289",6,-2.5,0.6,0.5,C337_GPS,wang_shen_2020
116.538,35.422,"4290",5.8,-1.8,1,0.7,CB05_GPS,wang_shen_2020
112.831,35.467,"4291",5.6,-3.7,0.8,0.7,CB08_GPS,wang_shen_2020
101.407,29.53,"4292",10.9,-11.1,0.9,0.8,CP03_GPS,wang_shen_2020
101.47,29.173,"4293",12.4,-11.4,1,1.1,CP05_GPS,wang_shen_2020
101.926,28.326,"4294",9.6,-11.9,0.9,1,CP06_GPS,wang_shen_2020
102.534,28.524,"4295",8.6,-7.3,1,1.1,CP07_GPS,wang_shen_2020
102.596,28.829,"4296",9.8,-4.8,1,1.1,CP08_GPS,wang_shen_2020
102.039,29.226,"4297",12.3,-10,0.8,0.9,CP10_GPS,wang_shen_2020
103.156,29.2,"4298",6.9,-2.4,1.1,1.1,CP13_GPS,wang_shen_2020
100.364,36.608,"4299",10,3.1,0.8,0.7,CS21_GPS,wang_shen_2020
99.879,35.802,"4300",10.7,4.9,0.6,0.6,CS24_GPS,wang_shen_2020
101.425,37.479,"4301",8.4,1.6,0.7,0.7,CX07_GPS,wang_shen_2020
105.383,39.07,"4302",4.3,-0.6,0.5,0.5,CX14_GPS,wang_shen_2020
105.313,36.657,"4303",7.5,-0.4,0.9,0.9,CX16_GPS,wang_shen_2020
110.945,41.314,"4304",3.3,-1.4,0.2,0.2,D001_GPS,wang_shen_2020
111.405,41.087,"4305",3.3,-1.4,0.2,0.2,D002_GPS,wang_shen_2020
110.06,41.03,"4306",3.5,-1.5,0.2,0.2,D003_GPS,wang_shen_2020
111.677,40.859,"4307",3,-1.2,0.3,0.3,D004_GPS,wang_shen_2020
111.156,40.722,"4308",3.4,-2.1,0.2,0.2,D005_GPS,wang_shen_2020
109.977,40.601,"4309",3.9,-1.5,0.3,0.3,D007_GPS,wang_shen_2020
111.782,40.364,"4310",3.9,-1.6,0.2,0.2,D008_GPS,wang_shen_2020
111.206,40.266,"4311",4.2,-1.9,0.3,0.3,D009_GPS,wang_shen_2020
110.792,39.771,"4312",3.9,-2,0.3,0.3,D011_GPS,wang_shen_2020
112.255,39.609,"4313",4.7,-1.8,0.2,0.2,D012_GPS,wang_shen_2020
111.523,39.417,"4314",4.6,-1.8,0.2,0.2,D013_GPS,wang_shen_2020
111.232,37.53,"4315",5.1,-1.9,0.2,0.2,D014_GPS,wang_shen_2020
113.331,38.287,"4316",4.6,-2.3,0.2,0.2,D015_GPS,wang_shen_2020
112.603,37.999,"4317",4.8,-2.1,0.2,0.2,D017_GPS,wang_shen_2020
112.787,37.49,"4318",4.5,-2.4,0.5,0.5,D018_GPS,wang_shen_2020
112.475,37.25,"4319",5.1,-2.3,0.2,0.2,D019_GPS,wang_shen_2020
112.092,37.536,"4320",6.1,-2.9,0.5,0.6,D020_GPS,wang_shen_2020
111.767,37.164,"4321",5.2,-2,0.4,0.4,D022_GPS,wang_shen_2020
112.823,36.816,"4322",5.2,-2.6,0.2,0.2,D023_GPS,wang_shen_2020
111.805,36.862,"4323",5.8,-2.3,0.2,0.2,D024_GPS,wang_shen_2020
112.352,36.559,"4324",5.6,-2.7,0.2,0.2,D025_GPS,wang_shen_2020
112.226,36.15,"4325",5.7,-2.7,0.2,0.2,D026_GPS,wang_shen_2020
111.772,36.259,"4326",5.9,-2.8,0.2,0.2,D027_GPS,wang_shen_2020
111.544,36.129,"4327",6.4,-2.8,0.2,0.2,D029_GPS,wang_shen_2020
110.676,36.088,"4328",5.6,-2.1,0.2,0.2,D030_GPS,wang_shen_2020
112.203,35.697,"4329",5.5,-2.8,0.2,0.2,D031_GPS,wang_shen_2020
111.326,35.547,"4330",5.9,-1.9,0.2,0.2,D032_GPS,wang_shen_2020
110.686,35.598,"4331",5.4,-2.7,0.3,0.3,D033_GPS,wang_shen_2020
111.672,35.287,"4332",5.9,-2.1,0.2,0.2,D034_GPS,wang_shen_2020
110.982,34.996,"4333",6.7,-1.6,0.3,0.3,D035_GPS,wang_shen_2020
110.177,35.27,"4334",6.6,-2,0.3,0.2,D036_GPS,wang_shen_2020
111.151,34.754,"4335",6.9,-2.2,0.3,0.3,D037_GPS,wang_shen_2020
110.377,34.827,"4336",6,-1.9,0.2,0.2,D038_GPS,wang_shen_2020
111.065,34.07,"4337",6.3,-2.1,0.4,0.3,D039_GPS,wang_shen_2020
108.507,41.568,"4338",3.4,-0.6,0.3,0.4,D041_GPS,wang_shen_2020
106.98,41.427,"4339",3.6,-1.7,0.2,0.2,D042_GPS,wang_shen_2020
109.795,41.217,"4340",3.3,-1.6,0.2,0.2,D043_GPS,wang_shen_2020
109.135,41.021,"4341",3.2,-1.6,0.6,0.6,D044_GPS,wang_shen_2020
108.26,41.103,"4342",3.1,-2.2,0.2,0.3,D045_GPS,wang_shen_2020
107.886,41.088,"4343",3.3,-2.6,0.6,0.6,D046_GPS,wang_shen_2020
107.151,40.896,"4344",3.9,-2,0.2,0.2,D047_GPS,wang_shen_2020
109.484,40.643,"4345",3.3,-1.8,0.3,0.3,D048_GPS,wang_shen_2020
108.644,40.864,"4346",4,-2,0.2,0.2,D049_GPS,wang_shen_2020
107.948,40.787,"4347",3.6,-2.5,0.3,0.3,D050_GPS,wang_shen_2020
109.935,40.304,"4348",4,-1.7,0.3,0.3,D052_GPS,wang_shen_2020
106.995,40.323,"4349",3.8,-2.2,0.3,0.3,D053_GPS,wang_shen_2020
110.013,39.816,"4350",3.4,-1.9,0.3,0.3,D054_GPS,wang_shen_2020
108.722,39.853,"4351",4.2,-2.3,0.3,0.3,D055_GPS,wang_shen_2020
109.797,39.354,"4352",4.1,-2,0.2,0.3,D056_GPS,wang_shen_2020
107.998,39.088,"4353",4.1,-2.2,0.3,0.3,D057_GPS,wang_shen_2020
109.822,38.285,"4354",4.6,-2,0.2,0.2,D058_GPS,wang_shen_2020
107.225,38.485,"4355",4.7,-2.7,0.3,0.3,D059_GPS,wang_shen_2020
109.431,36.653,"4356",5.5,-2.1,0.2,0.2,D061_GPS,wang_shen_2020
107.186,36.771,"4357",5.5,-2.1,0.3,0.3,D062_GPS,wang_shen_2020
109.824,35.588,"4358",6.2,-2.2,0.2,0.2,D064_GPS,wang_shen_2020
107.387,35.288,"4359",6.1,-2.6,0.2,0.2,D065_GPS,wang_shen_2020
108.999,34.974,"4360",6.7,-2.1,0.3,0.3,D066_GPS,wang_shen_2020
109.626,34.989,"4361",6.2,-2.5,0.2,0.2,D068_GPS,wang_shen_2020
109.951,34.81,"4362",6.3,-2.2,0.2,0.2,D069_GPS,wang_shen_2020
109.706,34.46,"4363",6.9,-2.3,0.2,0.2,D070_GPS,wang_shen_2020
108.914,34.553,"4364",6.8,-2.5,0.3,0.3,D071_GPS,wang_shen_2020
108.233,34.496,"4365",7.1,-2.5,0.3,0.3,D072_GPS,wang_shen_2020
107.58,34.433,"4366",5.9,-3,0.4,0.4,D073_GPS,wang_shen_2020
107.379,34.472,"4367",7.4,-2.4,0.3,0.3,D074_GPS,wang_shen_2020
109.968,34.346,"4368",6.6,-3.3,0.2,0.2,D075_GPS,wang_shen_2020
108.194,34.302,"4369",6.7,-2.7,0.3,0.3,D077_GPS,wang_shen_2020
109.923,33.88,"4370",6.5,-2.3,0.3,0.3,D078_GPS,wang_shen_2020
108.908,34.05,"4371",6.4,-1.3,0.2,0.3,D079_GPS,wang_shen_2020
108.157,34.111,"4372",7.4,-2,0.3,0.3,D080_GPS,wang_shen_2020
107.639,34.069,"4373",7.2,-2.9,0.3,0.3,D081_GPS,wang_shen_2020
107.294,34.088,"4374",7.4,-2.4,0.3,0.3,D082_GPS,wang_shen_2020
106.754,39.923,"4375",3.9,-2.2,0.3,0.3,D083_GPS,wang_shen_2020
106.814,39.68,"4376",4.2,-2.4,0.4,0.4,D084_GPS,wang_shen_2020
105.76,39.748,"4377",4.1,-0.8,0.6,0.7,D085_GPS,wang_shen_2020
106.718,39.488,"4378",4.6,-0.8,0.5,0.5,D086_GPS,wang_shen_2020
106.352,39.196,"4379",3.7,-1.6,0.6,0.6,D087_GPS,wang_shen_2020
106.116,39.033,"4380",4.1,-1,0.3,0.3,D088_GPS,wang_shen_2020
106.477,39.067,"4381",4.9,-1.8,0.4,0.4,D089_GPS,wang_shen_2020
106.69,38.789,"4382",4.6,-2.4,0.4,0.4,D090_GPS,wang_shen_2020
106.2,38.744,"4383",4.8,-0.9,0.3,0.3,D091_GPS,wang_shen_2020
106.557,38.546,"4384",4.8,-2.9,0.3,0.3,D093_GPS,wang_shen_2020
105.699,38.439,"4385",5,-0.6,0.3,0.3,D095_GPS,wang_shen_2020
106.353,37.811,"4386",4.8,-2.4,0.3,0.3,D096_GPS,wang_shen_2020
106.681,37.451,"4387",4.6,-2.3,0.3,0.3,D098_GPS,wang_shen_2020
113.016,37.462,"4388",5.4,-2.2,0.5,0.5,D301_GPS,wang_shen_2020
110.919,39.971,"4389",4.4,-1.7,0.5,0.4,D302_GPS,wang_shen_2020
111.054,40.099,"4390",4.5,-1.5,0.6,0.6,D303_GPS,wang_shen_2020
111.281,40.357,"4391",5.1,-1.2,0.5,0.5,D304_GPS,wang_shen_2020
111.471,40.65,"4392",4.1,-1.2,0.4,0.4,D305_GPS,wang_shen_2020
111.57,40.752,"4393",4.4,-3.6,0.8,0.6,D306_GPS,wang_shen_2020
111.797,41.06,"4394",3.8,-1.6,0.4,0.4,D307_GPS,wang_shen_2020
108.94,41.948,"4395",3.5,-1.8,0.5,0.5,D308_GPS,wang_shen_2020
107.638,41.444,"4396",3.3,-1.8,0.5,0.5,D309_GPS,wang_shen_2020
107.868,41.848,"4397",3.5,-1.9,0.6,0.6,D310_GPS,wang_shen_2020
108.681,41.231,"4398",2.1,-1.6,0.4,0.4,D311_GPS,wang_shen_2020
109.248,41.523,"4399",3.5,-1.4,0.6,0.6,D312_GPS,wang_shen_2020
109.533,40.932,"4400",3.4,-2.2,0.5,0.5,D313_GPS,wang_shen_2020
109.724,40.464,"4401",4.4,-0.8,0.5,0.4,D314_GPS,wang_shen_2020
110.236,40.826,"4402",3,-1.6,0.4,0.4,D315_GPS,wang_shen_2020
110.237,40.396,"4403",4,-0.9,0.4,0.4,D316_GPS,wang_shen_2020
110.318,41.325,"4404",3.4,-0.9,0.4,0.4,D317_GPS,wang_shen_2020
110.831,40.934,"4405",3.6,-1.1,0.4,0.4,D318_GPS,wang_shen_2020
110.89,40.44,"4406",3.7,-0.6,0.4,0.4,D319_GPS,wang_shen_2020
111.483,40.154,"4407",3.2,-0.8,0.5,0.5,D320_GPS,wang_shen_2020
111.989,40.691,"4408",2.9,-0.9,0.6,0.5,D321_GPS,wang_shen_2020
111.953,40.433,"4409",4.4,-1.5,0.4,0.4,D322_GPS,wang_shen_2020
112.493,41.861,"4410",3.4,-1.5,0.5,0.5,D323_GPS,wang_shen_2020
111.76,39.913,"4411",4.5,-1.4,0.6,0.6,D324_GPS,wang_shen_2020
112.661,39.642,"4412",5.1,-1.7,0.4,0.4,D325_GPS,wang_shen_2020
112.55,38.864,"4413",5.4,-1.5,0.4,0.4,D326_GPS,wang_shen_2020
112.542,38.568,"4414",6.2,-2.5,0.5,0.5,D327_GPS,wang_shen_2020
112.466,38.188,"4415",5.8,-2.3,0.4,0.4,D328_GPS,wang_shen_2020
112.175,37.845,"4416",4.7,-2.5,0.6,0.5,D329_GPS,wang_shen_2020
111.671,37.66,"4417",5.3,-2.1,0.4,0.4,D330_GPS,wang_shen_2020
111.736,37.391,"4418",5.7,-2.2,0.4,0.4,D331_GPS,wang_shen_2020
111.357,37.072,"4419",5.9,-1.9,0.4,0.4,D332_GPS,wang_shen_2020
110.21,35.099,"4420",6.8,-2.3,0.4,0.4,D333_GPS,wang_shen_2020
110.494,34.033,"4421",6.1,-1.9,0.5,0.4,D334_GPS,wang_shen_2020
110.807,34.488,"4422",7.1,-2.3,0.5,0.5,D335_GPS,wang_shen_2020
110.717,35.229,"4423",6.3,-2.2,0.5,0.5,D336_GPS,wang_shen_2020
110.986,35.494,"4424",6.2,-2,0.5,0.5,D337_GPS,wang_shen_2020
111.039,35.898,"4425",6.2,-2.2,0.5,0.4,D338_GPS,wang_shen_2020
111.235,35.262,"4426",7.1,-1.4,0.9,0.8,D339_GPS,wang_shen_2020
111.413,35.917,"4427",6.1,-2.3,0.5,0.5,D341_GPS,wang_shen_2020
111.188,36.977,"4428",5.8,-2,0.4,0.4,D342_GPS,wang_shen_2020
111.527,36.414,"4429",5.5,-2.4,0.5,0.4,D343_GPS,wang_shen_2020
111.675,35.772,"4430",6.4,-2.4,0.5,0.5,D345_GPS,wang_shen_2020
111.842,34.826,"4431",6.8,-2,0.5,0.5,D346_GPS,wang_shen_2020
111.701,36.062,"4432",5.7,-2.8,0.4,0.4,D348_GPS,wang_shen_2020
112.064,35.912,"4433",6.3,-2.2,0.5,0.5,D349_GPS,wang_shen_2020
112.464,37.486,"4434",6,-1.6,0.5,0.5,D352_GPS,wang_shen_2020
112.457,33.865,"4435",6.6,-3,0.7,0.7,D353_GPS,wang_shen_2020
108.605,40.623,"4436",3.8,-2.3,0.5,0.4,D354_GPS,wang_shen_2020
106.478,40.602,"4437",4.7,-1.4,0.4,0.4,D355_GPS,wang_shen_2020
107.282,40.577,"4438",4.7,-2,1,1,D356_GPS,wang_shen_2020
105.839,40.296,"4439",4.5,-1,0.4,0.5,D357_GPS,wang_shen_2020
109.308,40.459,"4440",4.4,-2.3,0.4,0.4,D358_GPS,wang_shen_2020
110.553,39.995,"4441",3.8,-1.7,0.5,0.5,D359_GPS,wang_shen_2020
105.103,40.848,"4442",3.7,-1.4,0.4,0.4,D360_GPS,wang_shen_2020
112.227,39.86,"4443",4.4,-1.4,0.4,0.4,D361_GPS,wang_shen_2020
107.641,39.838,"4444",5.1,-2.1,0.6,0.6,D362_GPS,wang_shen_2020
105.769,39.359,"4445",4.8,-0.9,0.4,0.5,D364_GPS,wang_shen_2020
106.917,39.166,"4446",4.4,-2.3,0.5,0.5,D365_GPS,wang_shen_2020
110.9,39.081,"4447",5.4,-1.5,0.4,0.4,D366_GPS,wang_shen_2020
106.443,38.888,"4448",4,-1.7,0.6,0.6,D367_GPS,wang_shen_2020
105.387,38.765,"4449",5.1,-0.1,0.4,0.4,D368_GPS,wang_shen_2020
111.962,38.605,"4450",4.6,-2.1,0.4,0.4,D369_GPS,wang_shen_2020
108.847,38.498,"4451",5,-1.7,0.5,0.5,D370_GPS,wang_shen_2020
106.57,38.208,"4452",5.1,-0.8,0.6,0.7,D371_GPS,wang_shen_2020
108.752,37.599,"4453",6.2,-1.7,0.6,0.5,D372_GPS,wang_shen_2020
110.289,37.462,"4454",6.5,-2,0.6,0.5,D373_GPS,wang_shen_2020
110.964,36.977,"4455",4.7,-1.4,0.6,0.6,D374_GPS,wang_shen_2020
108.186,36.829,"4456",6.5,-3.1,0.4,0.4,D375_GPS,wang_shen_2020
111.379,36.643,"4457",5.9,-2,0.5,0.4,D376_GPS,wang_shen_2020
108.973,35.665,"4458",6,-1.8,0.5,0.5,D377_GPS,wang_shen_2020
109.246,35.378,"4459",7.4,-1.8,0.5,0.5,D378_GPS,wang_shen_2020
108.349,34.814,"4460",6.9,-2.4,0.4,0.4,D379_GPS,wang_shen_2020
108.456,34.687,"4461",6.9,-2.4,0.4,0.4,D380_GPS,wang_shen_2020
109.382,34.622,"4462",5.1,-3.5,0.7,0.7,D381_GPS,wang_shen_2020
108.578,34.556,"4463",7.1,-2,0.4,0.4,D382_GPS,wang_shen_2020
108.732,34.307,"4464",6.9,-3.4,0.8,0.7,D384_GPS,wang_shen_2020
107.683,34.259,"4465",7,-2.7,0.5,0.4,D385_GPS,wang_shen_2020
109.421,34.214,"4466",5.8,-3.3,0.5,0.5,D386_GPS,wang_shen_2020
107.761,41.289,"4467",3.6,-1.8,0.5,0.5,DB01_GPS,wang_shen_2020
107.791,36.064,"4468",5.7,-2.3,0.5,0.5,DB03_GPS,wang_shen_2020
106.337,39.248,"4469",4.1,-1.3,0.5,0.5,DB04_GPS,wang_shen_2020
106.179,38.405,"4470",5,-0.8,0.7,0.7,DB05_GPS,wang_shen_2020
106.699,37.45,"4471",5.8,-2.2,0.4,0.4,DB06_GPS,wang_shen_2020
118.242,25.49,"4472",6.8,-2.5,0.6,0.5,DH05_GPS,wang_shen_2020
99.89,26.461,"4473",3.4,-14.6,0.8,0.7,DIAN_GPS,wang_shen_2020
98.315,34.94,"4474",18.2,3.2,2.1,1.7,DT01_GPS,wang_shen_2020
117.718,39.977,"4475",3.1,-1.7,0.7,0.7,DZS0_GPS,wang_shen_2020
134.291,48.283,"4476",0.8,0.1,0.3,0.3,E001_GPS,wang_shen_2020
126.678,51.704,"4477",0.8,0.5,0.3,0.3,E005_GPS,wang_shen_2020
127.412,50.254,"4478",1,0,0.3,0.3,E006_GPS,wang_shen_2020
129.639,49.277,"4479",0,-0.6,0.4,0.4,E007_GPS,wang_shen_2020
128.933,47.754,"4480",2.5,1,0.5,0.6,E008_GPS,wang_shen_2020
126.142,48.5,"4481",1.8,-2,0.2,0.3,E009_GPS,wang_shen_2020
127.359,43.747,"4482",0.2,-1.1,0.2,0.2,E012_GPS,wang_shen_2020
125.144,42.848,"4483",1.3,-0.5,0.3,0.3,E014_GPS,wang_shen_2020
128.105,42.425,"4484",0.7,-0.7,0.3,0.3,E016_GPS,wang_shen_2020
125.956,41.739,"4485",1.1,-1.5,0.4,0.4,E017_GPS,wang_shen_2020
122.344,53.487,"4486",1,0.3,0.3,0.4,E018_GPS,wang_shen_2020
121.461,50.776,"4487",0.8,0.4,0.4,0.4,E020_GPS,wang_shen_2020
121.918,48.755,"4488",0.7,-0.9,0.3,0.3,E021_GPS,wang_shen_2020
124.009,47.39,"4489",1.4,-0.2,0.3,0.3,E022_GPS,wang_shen_2020
120.875,44.563,"4490",1.9,-0.3,0.3,0.3,E025_GPS,wang_shen_2020
123.427,42.545,"4491",1.6,0.1,0.3,0.3,E028_GPS,wang_shen_2020
122.859,42.065,"4492",1.7,-1.1,0.3,0.3,E029_GPS,wang_shen_2020
121.618,42.052,"4493",1.4,-1.6,0.3,0.3,E030_GPS,wang_shen_2020
122.068,41.685,"4494",1.8,-1.2,0.3,0.3,E031_GPS,wang_shen_2020
120.793,41.758,"4495",1.9,-0.9,0.2,0.2,E032_GPS,wang_shen_2020
121.183,41.127,"4496",1.9,-1,0.2,0.2,E033_GPS,wang_shen_2020
122.927,41.111,"4497",1.5,-0.8,0.3,0.3,E035_GPS,wang_shen_2020
123.543,41.828,"4498",1.2,-1.3,0.2,0.2,E036_GPS,wang_shen_2020
122.732,41.502,"4499",1.6,-1.1,0.3,0.3,E037_GPS,wang_shen_2020
123.991,41.903,"4500",1.2,-0.8,0.3,0.3,E038_GPS,wang_shen_2020
124.112,41.274,"4501",0.8,-1.2,0.3,0.3,E039_GPS,wang_shen_2020
124.909,42.084,"4502",1.5,-1.6,0.3,0.3,E040_GPS,wang_shen_2020
124.452,40.201,"4503",1.1,-2.2,0.3,0.3,E041_GPS,wang_shen_2020
124.023,40.474,"4504",1.3,-1.3,0.3,0.3,E042_GPS,wang_shen_2020
123.276,40.227,"4505",1.7,-1.2,0.3,0.3,E043_GPS,wang_shen_2020
122.152,40.169,"4506",3,-0.3,0.8,0.8,E045_GPS,wang_shen_2020
123.601,40.729,"4507",1.2,-1.7,0.3,0.3,E046_GPS,wang_shen_2020
120.728,40.644,"4508",2.2,-1.1,0.2,0.2,E047_GPS,wang_shen_2020
122.039,39.621,"4509",2,-1.1,0.3,0.3,E048_GPS,wang_shen_2020
122.945,39.77,"4510",2,-1.9,0.3,0.3,E049_GPS,wang_shen_2020
123.155,39.05,"4511",1.9,-1.2,0.2,0.3,E050_GPS,wang_shen_2020
121.514,39.447,"4512",0.8,-2.7,0.4,0.4,E051_GPS,wang_shen_2020
121.215,38.801,"4513",2.1,-1.8,0.3,0.3,E053_GPS,wang_shen_2020
117.436,49.6,"4514",1,-1.1,0.2,0.2,E054_GPS,wang_shen_2020
116.781,48.658,"4515",1.4,-0.9,0.2,0.2,E056_GPS,wang_shen_2020
118.256,48.039,"4516",1.5,-0.9,0.3,0.3,E057_GPS,wang_shen_2020
119.948,47.164,"4517",1.2,-0.8,0.3,0.3,E058_GPS,wang_shen_2020
116.947,45.512,"4518",1.4,-1.3,0.2,0.2,E059_GPS,wang_shen_2020
115.26,41.881,"4519",2.6,-0.9,0.2,0.2,E061_GPS,wang_shen_2020
119.02,42.288,"4520",2.2,-1.3,0.3,0.3,E062_GPS,wang_shen_2020
119.4,41.212,"4521",2.7,-0.8,0.3,0.3,E063_GPS,wang_shen_2020
111.972,43.656,"4522",3,-1,0.3,0.3,E064_GPS,wang_shen_2020
125.671,52.929,"4523",-0.5,-1.1,0.5,0.6,E332_GPS,wang_shen_2020
110.751,42.932,"4524",3,-1.6,0.5,0.6,E384_GPS,wang_shen_2020
112.723,42.743,"4525",3.3,-0.7,0.5,0.6,E386_GPS,wang_shen_2020
108.934,42.392,"4526",3.3,-1.7,0.5,0.4,E390_GPS,wang_shen_2020
111.228,41.827,"4527",3.2,-1.5,0.5,0.5,E397_GPS,wang_shen_2020
120.236,30.328,"4528",7.2,-3,0.5,0.4,F001_GPS,wang_shen_2020
122.269,29.977,"4529",5.6,-2.4,0.3,0.3,F002_GPS,wang_shen_2020
121.377,29.599,"4530",5.8,-2.2,0.4,0.4,F003_GPS,wang_shen_2020
120.355,26.702,"4531",6.1,-1.4,0.4,0.4,F006_GPS,wang_shen_2020
117.018,30.583,"4532",6.2,-2.6,0.3,0.3,F010_GPS,wang_shen_2020
118.93,30.611,"4533",6.3,-2.8,0.4,0.3,F011_GPS,wang_shen_2020
118.643,28.734,"4534",7,-2.7,0.5,0.5,F012_GPS,wang_shen_2020
117.564,26.291,"4535",6.3,-2.2,0.3,0.3,F014_GPS,wang_shen_2020
119.395,25.972,"4536",6,-1.6,0.4,0.3,F016_GPS,wang_shen_2020
118.781,25.039,"4537",6.3,-2.7,0.5,0.4,F018_GPS,wang_shen_2020
117.608,24.557,"4538",7.4,-2.5,0.9,0.6,F022_GPS,wang_shen_2020
117.589,24.13,"4539",7.2,-1.8,0.5,0.5,F023_GPS,wang_shen_2020
117.015,23.423,"4540",6.6,-2.4,0.4,0.3,F025_GPS,wang_shen_2020
116.687,23.654,"4541",6.4,-2.2,0.5,0.4,F026_GPS,wang_shen_2020
115.801,23.431,"4542",6.7,-2.7,0.6,0.5,F027_GPS,wang_shen_2020
115.631,22.976,"4543",6.9,-2.2,0.5,0.4,F028_GPS,wang_shen_2020
112.108,31.905,"4544",6.6,-2.1,0.3,0.3,F029_GPS,wang_shen_2020
110.367,31.017,"4545",6.3,-2.5,0.5,0.5,F031_GPS,wang_shen_2020
113.168,29.386,"4546",7.2,-2.5,0.7,0.6,F033_GPS,wang_shen_2020
112.563,26.911,"4547",7.6,-2.9,1,0.9,F034_GPS,wang_shen_2020
113.563,24.814,"4548",7.1,-1.6,0.5,0.4,F037_GPS,wang_shen_2020
111.346,23.542,"4549",6.9,-1.6,0.6,0.4,F038_GPS,wang_shen_2020
114.453,22.83,"4550",5.7,-2.2,0.9,0.7,F041_GPS,wang_shen_2020
113.896,22.587,"4551",7.7,-2.2,0.5,0.4,F042_GPS,wang_shen_2020
112.688,22.338,"4552",6.4,-2.7,0.4,0.4,F044_GPS,wang_shen_2020
112.641,21.644,"4553",7.4,-1.8,0.4,0.3,F045_GPS,wang_shen_2020
111.992,21.88,"4554",6.7,-2.3,0.5,0.4,F046_GPS,wang_shen_2020
111.563,22.786,"4555",7.3,-1.8,0.5,0.4,F047_GPS,wang_shen_2020
110.942,21.899,"4556",6.7,-1.8,0.5,0.4,F048_GPS,wang_shen_2020
110.141,22.688,"4557",6.4,-2.1,0.5,0.4,F049_GPS,wang_shen_2020
110.256,21.576,"4558",6.3,-1.9,0.4,0.3,F050_GPS,wang_shen_2020
110.151,20.275,"4559",6.4,-2.1,0.5,0.4,F051_GPS,wang_shen_2020
110.193,20.018,"4560",6,-2.2,0.4,0.3,F052_GPS,wang_shen_2020
107.982,33.529,"4561",7.2,-2.4,0.2,0.2,F053_GPS,wang_shen_2020
109.106,33.658,"4562",6.5,-2.3,0.3,0.4,F054_GPS,wang_shen_2020
109.049,32.694,"4563",6.1,-2,0.5,0.5,F055_GPS,wang_shen_2020
109.48,30.232,"4564",7.3,-1.7,0.3,0.3,F056_GPS,wang_shen_2020
110.555,27.911,"4565",6.7,-2.5,0.5,0.4,F057_GPS,wang_shen_2020
108.295,27.875,"4566",7.1,-2.6,0.4,0.4,F058_GPS,wang_shen_2020
108.169,23.75,"4567",6.9,-2.1,0.3,0.3,F059_GPS,wang_shen_2020
108.296,23.149,"4568",7.4,-1.6,0.6,0.4,F060_GPS,wang_shen_2020
107.82,22.326,"4569",7.2,-1.6,0.5,0.4,F062_GPS,wang_shen_2020
109.26,22.411,"4570",5.9,-1.6,0.5,0.4,F063_GPS,wang_shen_2020
109.063,21.465,"4571",7.1,-1.7,0.4,0.4,F064_GPS,wang_shen_2020
109.121,21.03,"4572",6.3,-1.7,0.5,0.5,F065_GPS,wang_shen_2020
109.289,19.745,"4573",6.2,-2.4,0.4,0.3,F066_GPS,wang_shen_2020
108.617,19.098,"4574",5.8,-1.9,0.4,0.3,F067_GPS,wang_shen_2020
109.494,18.203,"4575",3.5,-2,0.7,0.5,F068_GPS,wang_shen_2020
105.766,24.99,"4576",7.1,-2.4,0.4,0.3,F074_GPS,wang_shen_2020
106.581,24.406,"4577",7.5,-1.7,0.5,0.5,F075_GPS,wang_shen_2020
104.311,24.879,"4578",6.6,-2.7,0.5,0.4,F076_GPS,wang_shen_2020
105.837,23.366,"4579",6.7,-2.3,0.4,0.4,F077_GPS,wang_shen_2020
